rank,term,frequency,category,length,tier
4138,종결시기,3,의료기기,4,Tier5_저빈도
4139,소멸시효관,3,기타의료용어,5,Tier5_저빈도
4140,요양급여비용관,3,기타의료용어,7,Tier5_저빈도
4141,차등수가관,3,기타의료용어,5,Tier5_저빈도
4142,미결정행위반려건,3,기타의료용어,8,Tier5_저빈도
4143,방광종양항원정성검사,3,기타의료용어,10,Tier5_저빈도
4144,결핵약제내성검사,3,기타의료용어,8,Tier5_저빈도
4145,사회적지지,3,기타의료용어,5,Tier5_저빈도
4146,사고내용기,3,의료기기,5,Tier5_저빈도
4147,사회적지지평가,3,기타의료용어,7,Tier5_저빈도
4148,사회적응력검사,3,기타의료용어,7,Tier5_저빈도
4149,토니지능검사,3,기타의료용어,6,Tier5_저빈도
4150,치매면담검사,3,기타의료용어,6,Tier5_저빈도
4151,자기보고검사,3,의료기기,6,Tier5_저빈도
4152,정서상태검사,3,기타의료용어,6,Tier5_저빈도
4153,작업능력평가,3,기타의료용어,6,Tier5_저빈도
4154,경피적레이저,3,기타의료용어,6,Tier5_저빈도
4155,미결정신청반려건,3,기타의료용어,8,Tier5_저빈도
4156,인조성형술,3,수술및시술,5,Tier5_저빈도
4157,연성요추골고정술,3,수술및시술,8,Tier5_저빈도
4158,경피적레이저추간판,3,기타의료용어,9,Tier5_저빈도
4159,경피적레이저추간판절제술,3,수술및시술,12,Tier5_저빈도
4160,임상병리적수치기준,3,의료기기,9,Tier5_저빈도
4161,임상병리적수치기,3,의료기기,8,Tier5_저빈도
4162,임상병리적수치,3,측정값지표,7,Tier5_저빈도
4163,인터맥스알파주의,3,기타의료용어,8,Tier5_저빈도
4164,발생하기,3,의료기기,4,Tier5_저빈도
4165,본인부담율산정방법,3,기타의료용어,9,Tier5_저빈도
4166,골수이식수술,3,수술및시술,6,Tier5_저빈도
4167,부여하기,3,의료기기,4,Tier5_저빈도
4168,심사처리방법,3,기타의료용어,6,Tier5_저빈도
4169,원외처방건,3,기타의료용어,5,Tier5_저빈도
4170,의료보호대상자증,3,기타의료용어,8,Tier5_저빈도
4171,비상진료대책기,3,의료기기,7,Tier5_저빈도
4172,보험청구관,3,기타의료용어,5,Tier5_저빈도
4173,비상진료기,3,의료기기,5,Tier5_저빈도
4174,의료보험진료수가및약제비산정기준,3,의료기기,16,Tier5_저빈도
4175,의료보험진료수가및약제비산정기,3,의료기기,15,Tier5_저빈도
4176,심사기준관,3,의료기기,5,Tier5_저빈도
4177,간호인력등급,3,기타의료용어,6,Tier5_저빈도
4178,비상진료대책관,3,기타의료용어,7,Tier5_저빈도
4179,행려환자관,3,기타의료용어,5,Tier5_저빈도
4180,청구소멸시효관,3,기타의료용어,7,Tier5_저빈도
4181,임상병리검사종합검증,3,기타의료용어,10,Tier5_저빈도
4182,운영개선,3,해부및생리,4,Tier5_저빈도
4183,방사선면역측정,3,검사및진단,7,Tier5_저빈도
4184,기초학습검사,3,의료기기,6,Tier5_저빈도
4185,비의료기관,3,의료기기,5,Tier5_저빈도
4186,비의료기,3,의료기기,4,Tier5_저빈도
4187,의료보호관,3,기타의료용어,5,Tier5_저빈도
4188,대불신청건,3,기타의료용어,5,Tier5_저빈도
4189,의료보험증,3,기타의료용어,5,Tier5_저빈도
4190,진료비심사지급기,3,의료기기,8,Tier5_저빈도
4191,진료비심사지급기관,3,의료기기,9,Tier5_저빈도
4192,반흔제거술,3,수술및시술,5,Tier5_저빈도
4193,제대혈이식술,3,수술및시술,6,Tier5_저빈도
4194,로나졸낙칼슘,3,약물및성분,6,Tier5_저빈도
4195,삼아아토크건조시럽,3,기타의료용어,9,Tier5_저빈도
4196,삼아아토크건,3,기타의료용어,6,Tier5_저빈도
4197,심전도기,3,의료기기,4,Tier5_저빈도
4198,경우진료기,3,의료기기,5,Tier5_저빈도
4199,경우진료기관,3,의료기기,6,Tier5_저빈도
4200,의료보호시설기관,3,의료기기,8,Tier5_저빈도
4201,의료보호시설기,3,의료기기,7,Tier5_저빈도
4202,심사산정기,3,의료기기,5,Tier5_저빈도
4203,심사산정기준,3,의료기기,6,Tier5_저빈도
4204,프롤리아 프리필드시린지,3,기타의료용어,12,Tier5_저빈도
4205,척추후굴풍선복원술인정기준,3,해부및생리,13,Tier5_저빈도
4206,척추후굴풍선복원술인정기,3,해부및생리,12,Tier5_저빈도
4207,성형술인정기,3,의료기기,6,Tier5_저빈도
4208,성형술인정기준,3,의료기기,7,Tier5_저빈도
4209,장출혈성대장균감염증,3,질병및증후군,10,Tier5_저빈도
4210,약제투여기,3,의료기기,5,Tier5_저빈도
4211,대변배양검사,3,기타의료용어,6,Tier5_저빈도
4212,난소자극호르몬,3,기타의료용어,7,Tier5_저빈도
4213,저혈소판혈증,3,기타의료용어,6,Tier5_저빈도
4214,발목터널증,3,기타의료용어,5,Tier5_저빈도
4215,대동맥분기,3,해부및생리,5,Tier5_저빈도
4216,방출단층촬영,3,기타의료용어,6,Tier5_저빈도
4217,연하재활기능적전기,3,의료기기,9,Tier5_저빈도
4218,동맥압혈압측정,3,해부및생리,7,Tier5_저빈도
4219,유양돌기,3,의료기기,4,Tier5_저빈도
4220,체외용심박기장치,3,의료기기,8,Tier5_저빈도
4221,체외용심박기장치술,3,수술및시술,9,Tier5_저빈도
4222,내측상과염,3,기타의료용어,5,Tier5_저빈도
4223,혈관이식술,3,수술및시술,5,Tier5_저빈도
4224,궁부대동맥,3,해부및생리,5,Tier5_저빈도
4225,척주측만증,3,기타의료용어,5,Tier5_저빈도
4226,MRI 영상에서,3,기타의료용어,8,Tier5_저빈도
4227,티사젠렉류,3,기타의료용어,5,Tier5_저빈도
4228,폐경후골다공증,3,기타의료용어,7,Tier5_저빈도
4229,금속내고정술,3,수술및시술,6,Tier5_저빈도
4230,후두인두염,3,기타의료용어,5,Tier5_저빈도
4231,Gynecological Surgery,3,영문의학용어,21,Tier5_저빈도
4232,난소난관절제술,3,수술및시술,7,Tier5_저빈도
4233,난소난관절,3,해부및생리,5,Tier5_저빈도
4234,품질관리검사,3,기타의료용어,6,Tier5_저빈도
4235,국립종합암,3,질병및증후군,5,Tier5_저빈도
4236,비전절제술,3,수술및시술,5,Tier5_저빈도
4237,근농양배농술,3,수술및시술,6,Tier5_저빈도
4238,동맥조영촬영,3,해부및생리,6,Tier5_저빈도
4239,액와감시림프절절제술,3,수술및시술,10,Tier5_저빈도
4240,액와림프절청소술,3,수술및시술,8,Tier5_저빈도
4241,관찰하기,3,의료기기,4,Tier5_저빈도
4242,경추MRI,3,기타의료용어,5,Tier5_저빈도
4243,간세포성암,3,질병및증후군,5,Tier5_저빈도
4244,각막결막염,3,해부및생리,5,Tier5_저빈도
4245,각막결막,3,해부및생리,4,Tier5_저빈도
4246,동결절편검사,3,기타의료용어,6,Tier5_저빈도
4247,척주후만증,3,기타의료용어,5,Tier5_저빈도
4248,MRI 영상검사,3,기타의료용어,8,Tier5_저빈도
4249,추간공절개술,3,수술및시술,6,Tier5_저빈도
4250,외상후스트레스장애,3,질병및증후군,9,Tier5_저빈도
4251,국립정신건,3,기타의료용어,5,Tier5_저빈도
4252,병변크기,3,의료기기,4,Tier5_저빈도
4253,안드로겐차단요법,3,수술및시술,8,Tier5_저빈도
4254,젬시타빈염산염,3,기타의료용어,7,Tier5_저빈도
4255,경피적대동맥,3,해부및생리,6,Tier5_저빈도
4256,경피적대동맥판막,3,해부및생리,8,Tier5_저빈도
4257,상위기관,3,의료기기,4,Tier5_저빈도
4258,부신절제술,3,수술및시술,5,Tier5_저빈도
4259,심실보조장치치료술,3,수술및시술,9,Tier5_저빈도
4260,갑상선엽전절제술,3,수술및시술,8,Tier5_저빈도
4261,림프절청소술,3,수술및시술,6,Tier5_저빈도
4262,마비증후군,3,질병및증후군,5,Tier5_저빈도
4263,척수경막외종양및병소절제술,3,수술및시술,13,Tier5_저빈도
4264,척수경막외종양및병,3,질병및증후군,9,Tier5_저빈도
4265,척추경또는척추체,3,기타의료용어,8,Tier5_저빈도
4266,갑상선유두암,3,질병및증후군,6,Tier5_저빈도
4267,견봉쇄골관절,3,해부및생리,6,Tier5_저빈도
4268,견봉쇄골관,3,기타의료용어,5,Tier5_저빈도
4269,삼첨판폐쇄부전,3,질병및증후군,7,Tier5_저빈도
4270,유전성대장암,3,질병및증후군,6,Tier5_저빈도
4271,조직구축학적검사,3,해부및생리,8,Tier5_저빈도
4272,황색인대골화증,3,해부및생리,7,Tier5_저빈도
4273,종양병소제거술,3,수술및시술,7,Tier5_저빈도
4274,관혈적기,3,의료기기,4,Tier5_저빈도
4275,관혈적기관,3,의료기기,5,Tier5_저빈도
4276,관혈적기관절개술,3,수술및시술,8,Tier5_저빈도
4277,관혈적기관절,3,해부및생리,6,Tier5_저빈도
4278,Winn Neurological Surgery,3,영문의학용어,25,Tier5_저빈도
4279,톨밥탄분무건,3,기타의료용어,6,Tier5_저빈도
4280,톨밥탄분무건조분말,3,기타의료용어,9,Tier5_저빈도
4281,스핑고리피드증,3,기타의료용어,7,Tier5_저빈도
4282,단일쐐기,3,의료기기,4,Tier5_저빈도
4283,주의통보하기,3,의료기기,6,Tier5_저빈도
4284,자보심사지침,3,기타의료용어,6,Tier5_저빈도
4285,초기자궁내막암,3,질병및증후군,7,Tier5_저빈도
4286,초기자궁내막,3,해부및생리,6,Tier5_저빈도
4287,Auditory Brainstem Implants,3,영문의학용어,27,Tier5_저빈도
4288,Cochlear Implants,3,영문의학용어,17,Tier5_저빈도
4289,소화기연관,3,의료기기,5,Tier5_저빈도
4290,인공폐경수술,3,수술및시술,6,Tier5_저빈도
4291,전환제세동기,3,의료기기,6,Tier5_저빈도
4292,복부및골반동맥,3,해부및생리,7,Tier5_저빈도
4293,복부및골반동맥조영,3,해부및생리,9,Tier5_저빈도
4294,경막성형술,3,수술및시술,5,Tier5_저빈도
4295,동기능부전,3,질병및증후군,5,Tier5_저빈도
4296,부르가다증,3,기타의료용어,5,Tier5_저빈도
4297,부르가다증후군,3,질병및증후군,7,Tier5_저빈도
4298,CT 판독,3,기타의료용어,5,Tier5_저빈도
4299,다두개골조기봉합교정수술,3,수술및시술,12,Tier5_저빈도
4300,다두개골조기,3,의료기기,6,Tier5_저빈도
4301,Craniosynostosis Surgery,3,영문의학용어,24,Tier5_저빈도
4302,폐쇄부전증,3,기타의료용어,5,Tier5_저빈도
4303,다발관절증,3,해부및생리,5,Tier5_저빈도
4304,실시한 PET,3,기타의료용어,7,Tier5_저빈도
4305,인공수정체삽입술,3,수술및시술,8,Tier5_저빈도
4306,시행한간동맥화학색전술,3,수술및시술,11,Tier5_저빈도
4307,시행한간동맥,3,해부및생리,6,Tier5_저빈도
4308,근육둘레띠증,3,해부및생리,6,Tier5_저빈도
4309,근육둘레띠증후군,3,질병및증후군,8,Tier5_저빈도
4310,운동부하심전도검사,3,기타의료용어,9,Tier5_저빈도
4311,검사한 MRI,3,기타의료용어,7,Tier5_저빈도
4312,경근저주파요법,3,수술및시술,7,Tier5_저빈도
4313,상심실성부정맥수술,3,수술및시술,9,Tier5_저빈도
4314,소마툴린오토젤,3,기타의료용어,7,Tier5_저빈도
4315,대동맥폐쇄부전,3,질병및증후군,7,Tier5_저빈도
4316,Surgical Treatment,3,영문의학용어,18,Tier5_저빈도
4317,Reconstructive Surgery,3,영문의학용어,22,Tier5_저빈도
4318,MRI인정여부,3,기타의료용어,7,Tier5_저빈도
4319,Natural Orifice Transluminal Endoscopic Surgery,3,영문의학용어,47,Tier5_저빈도
4320,Clinical Diagnosis,3,영문의학용어,18,Tier5_저빈도
4321,보조화학요법,3,수술및시술,6,Tier5_저빈도
4322,상병에 MRI,3,기타의료용어,7,Tier5_저빈도
4323,카사이수술,3,수술및시술,5,Tier5_저빈도
4324,안와 CT,3,기타의료용어,5,Tier5_저빈도
4325,부정맥의고주파절제술,3,수술및시술,10,Tier5_저빈도
4326,부정맥의고주파,3,해부및생리,7,Tier5_저빈도
4327,그레이브병,3,질병및증후군,5,Tier5_저빈도
4328,폐아스페르길루스증,3,기타의료용어,9,Tier5_저빈도
4329,엔브렐주의,3,기타의료용어,5,Tier5_저빈도
4330,화레스톤,3,기타의료용어,4,Tier5_저빈도
4331,비소세포폐암상병,3,질병및증후군,8,Tier5_저빈도
4332,유방암상병,3,질병및증후군,5,Tier5_저빈도
4333,장파열봉합술,3,수술및시술,6,Tier5_저빈도
4334,Analysis Advances,2,영문의학용어,17,Tier5_저빈도
4335,칸디다혈증,2,기타의료용어,5,Tier5_저빈도
4336,칸디다감염,2,기타의료용어,5,Tier5_저빈도
4337,결체조직질환,2,질병및증후군,6,Tier5_저빈도
4338,전신경화증,2,해부및생리,5,Tier5_저빈도
4339,이식편대숙주병,2,질병및증후군,7,Tier5_저빈도
4340,Endovascular Therapy,2,영문의학용어,20,Tier5_저빈도
4341,인공판막혈전증,2,질병및증후군,7,Tier5_저빈도
4342,혈전용해요법,2,수술및시술,6,Tier5_저빈도
4343,말초혈관폐색증,2,질병및증후군,7,Tier5_저빈도
4344,흉부전산화단층촬영,2,기타의료용어,9,Tier5_저빈도
4345,Coronavirus Disease,2,영문의학용어,19,Tier5_저빈도
4346,Multisystem Inflammatory Syndrome,2,영문의학용어,33,Tier5_저빈도
4347,전두부탈모증,2,기타의료용어,6,Tier5_저빈도
4348,Johnson Syndrome,2,영문의학용어,16,Tier5_저빈도
4349,Multifocal Motor Neuropathy,2,영문의학용어,27,Tier5_저빈도
4350,Catastrophic Antiphospholipid Syndrome,2,영문의학용어,38,Tier5_저빈도
4351,혈전미세혈관병증,2,질병및증후군,8,Tier5_저빈도
4352,혈전미세혈관,2,해부및생리,6,Tier5_저빈도
4353,파종성혈관내응고증,2,해부및생리,9,Tier5_저빈도
4354,척수 MRI,2,기타의료용어,6,Tier5_저빈도
4355,헬프증후군,2,질병및증후군,5,Tier5_저빈도
4356,울토미리스주의,2,기타의료용어,7,Tier5_저빈도
4357,하이포크레틴결핍증,2,질병및증후군,9,Tier5_저빈도
4358,Sleep Disorders,2,영문의학용어,15,Tier5_저빈도
4359,거대세포동맥염,2,해부및생리,7,Tier5_저빈도
4360,거대세포동맥,2,해부및생리,6,Tier5_저빈도
4361,소아크론병활성도,2,측정값지표,8,Tier5_저빈도
4362,소아크론병,2,질병및증후군,5,Tier5_저빈도
4363,골부착부위염,2,기타의료용어,6,Tier5_저빈도
4364,Solid Organ Transplant Recipients,2,영문의학용어,33,Tier5_저빈도
4365,급성망막,2,해부및생리,4,Tier5_저빈도
4366,일반풍선,2,해부및생리,4,Tier5_저빈도
4367,일반풍선카테터,2,해부및생리,7,Tier5_저빈도
4368,해열진통소염,2,기타의료용어,6,Tier5_저빈도
4369,Patients With Nephrotic Syndrome,2,영문의학용어,32,Tier5_저빈도
4370,Endophthalmitis Following Cataract Surgery,2,영문의학용어,42,Tier5_저빈도
4371,Postintravitreal Injection Endophthalmitis,2,영문의학용어,42,Tier5_저빈도
4372,전문수탁기관,2,의료기기,6,Tier5_저빈도
4373,대한진단검사정도,2,기타의료용어,8,Tier5_저빈도
4374,교육유효기,2,의료기기,5,Tier5_저빈도
4375,전전전분기,2,의료기기,5,Tier5_저빈도
4376,전문수탁기,2,의료기기,5,Tier5_저빈도
4377,제출대한진단검사,2,검사및진단,8,Tier5_저빈도
4378,대한진단검사정도관,2,기타의료용어,9,Tier5_저빈도
4379,확대유방촬영,2,기타의료용어,6,Tier5_저빈도
4380,급성합병증,2,질병및증후군,5,Tier5_저빈도
4381,일으키기,2,의료기기,4,Tier5_저빈도
4382,급성호흡곤란증후군,2,질병및증후군,9,Tier5_저빈도
4383,이식등록과정,2,기타의료용어,6,Tier5_저빈도
4384,급성호흡곤란증,2,기타의료용어,7,Tier5_저빈도
4385,ECMO 시술로,2,기타의료용어,8,Tier5_저빈도
4386,시표추적검사,2,검사및진단,6,Tier5_저빈도
4387,급속안구운동검사,2,기타의료용어,8,Tier5_저빈도
4388,전기안진검사,2,의료기기,6,Tier5_저빈도
4389,국립결핵병,2,질병및증후군,5,Tier5_저빈도
4390,인력조건,2,기타의료용어,4,Tier5_저빈도
4391,한국혈액감시체계,2,기타의료용어,8,Tier5_저빈도
4392,혈소판교반기,2,의료기기,6,Tier5_저빈도
4393,한국혈액감시체,2,기타의료용어,7,Tier5_저빈도
4394,전용해동기,2,의료기기,5,Tier5_저빈도
4395,Ocrelizumab Treatment,2,영문의학용어,21,Tier5_저빈도
4396,거대세포심근염,2,해부및생리,7,Tier5_저빈도
4397,거대세포심근,2,해부및생리,6,Tier5_저빈도
4398,단순생식기,2,의료기기,5,Tier5_저빈도
4399,한국심초음파,2,기타의료용어,6,Tier5_저빈도
4400,월경주기,2,의료기기,4,Tier5_저빈도
4401,Glomerular Diseases,2,영문의학용어,19,Tier5_저빈도
4402,Transplant Association,2,영문의학용어,22,Tier5_저빈도
4403,Letrozole,2,생물학적제제,9,Tier5_저빈도
4404,전방전위증,2,기타의료용어,5,Tier5_저빈도
4405,추간공협착증,2,질병및증후군,6,Tier5_저빈도
4406,맥립종절개술,2,수술및시술,6,Tier5_저빈도
4407,정계정맥류수술,2,수술및시술,7,Tier5_저빈도
4408,부속기관,2,의료기기,4,Tier5_저빈도
4409,눈물기관,2,의료기기,4,Tier5_저빈도
4410,산립종절개술,2,수술및시술,6,Tier5_저빈도
4411,감압개두술,2,수술및시술,5,Tier5_저빈도
4412,뇌실내혈종,2,질병및증후군,5,Tier5_저빈도
4413,마취관리기,2,의료기기,5,Tier5_저빈도
4414,절개만출술,2,수술및시술,5,Tier5_저빈도
4415,핵산증폭검사,2,기타의료용어,6,Tier5_저빈도
4416,보툴리눔독소증,2,기타의료용어,7,Tier5_저빈도
4417,의료관련감염병,2,질병및증후군,7,Tier5_저빈도
4418,제왕절개술기,2,의료기기,6,Tier5_저빈도
4419,Treatment Algorithm,2,영문의학용어,19,Tier5_저빈도
4420,Therapy Report,2,영문의학용어,14,Tier5_저빈도
4421,망막분지정맥,2,해부및생리,6,Tier5_저빈도
4422,Intravitreal Aflibercept Injection,2,영문의학용어,34,Tier5_저빈도
4423,역전시키기,2,의료기기,5,Tier5_저빈도
4424,간신증후군,2,질병및증후군,5,Tier5_저빈도
4425,저단백혈증,2,기타의료용어,5,Tier5_저빈도
4426,성인호흡곤란증후군,2,질병및증후군,9,Tier5_저빈도
4427,뇌지주막,2,해부및생리,4,Tier5_저빈도
4428,심폐우회술,2,수술및시술,5,Tier5_저빈도
4429,성인호흡곤란증,2,기타의료용어,7,Tier5_저빈도
4430,만성간질환,2,질병및증후군,5,Tier5_저빈도
4431,말초동맥카테터,2,해부및생리,7,Tier5_저빈도
4432,난관문합술,2,수술및시술,5,Tier5_저빈도
4433,체외수정시술,2,수술및시술,6,Tier5_저빈도
4434,양측난관,2,기타의료용어,4,Tier5_저빈도
4435,정관문합술,2,수술및시술,5,Tier5_저빈도
4436,정계정맥류제거술,2,수술및시술,8,Tier5_저빈도
4437,신우루설치술,2,수술및시술,6,Tier5_저빈도
4438,요관스텐트제거술,2,수술및시술,8,Tier5_저빈도
4439,담낭조루술,2,수술및시술,5,Tier5_저빈도
4440,신장이물제거술,2,수술및시술,7,Tier5_저빈도
4441,소화관협착확장술,2,수술및시술,8,Tier5_저빈도
4442,내신우절개술,2,수술및시술,6,Tier5_저빈도
4443,방광루설치술,2,수술및시술,6,Tier5_저빈도
4444,모세포기,2,해부및생리,4,Tier5_저빈도
4445,추적관찰검사,2,검사및진단,6,Tier5_저빈도
4446,뇌경막동정맥,2,해부및생리,6,Tier5_저빈도
4447,뇌경막동정맥루,2,해부및생리,7,Tier5_저빈도
4448,Peritoneal Catheter,2,영문의학용어,19,Tier5_저빈도
4449,Mechanical Ventilation,2,영문의학용어,22,Tier5_저빈도
4450,갑상선기능장애,2,질병및증후군,7,Tier5_저빈도
4451,Pediatric Infectious Diseases,2,영문의학용어,29,Tier5_저빈도
4452,Ultraxx Nephrostomy Balloon Catheter,2,영문의학용어,36,Tier5_저빈도
4453,인공판막재치환술,2,수술및시술,8,Tier5_저빈도
4454,관상동맥내막,2,해부및생리,6,Tier5_저빈도
4455,관상동맥내막절제술,2,수술및시술,9,Tier5_저빈도
4456,카바페넴분해효소,2,기타의료용어,8,Tier5_저빈도
4457,상완신경총손상,2,해부및생리,7,Tier5_저빈도
4458,바레증후군,2,질병및증후군,5,Tier5_저빈도
4459,삼차자율신경,2,해부및생리,6,Tier5_저빈도
4460,한국천식진료지침,2,기타의료용어,8,Tier5_저빈도
4461,범불안장애,2,질병및증후군,5,Tier5_저빈도
4462,국제두통질환분류,2,기타의료용어,8,Tier5_저빈도
4463,편두통장애,2,질병및증후군,5,Tier5_저빈도
4464,두통일기,2,의료기기,4,Tier5_저빈도
4465,국제두통질환,2,질병및증후군,6,Tier5_저빈도
4466,두통영향검사,2,기타의료용어,6,Tier5_저빈도
4467,당뇨병망막,2,해부및생리,5,Tier5_저빈도
4468,Diabetic Retinopathy,2,영문의학용어,20,Tier5_저빈도
4469,Nonproliferative Diabetic Retinopathy,2,영문의학용어,37,Tier5_저빈도
4470,망막혈관질환,2,질병및증후군,6,Tier5_저빈도
4471,당뇨병망막병증,2,질병및증후군,7,Tier5_저빈도
4472,만성피부질환,2,질병및증후군,6,Tier5_저빈도
4473,선행조건,2,해부및생리,4,Tier5_저빈도
4474,조혈관련세포,2,해부및생리,6,Tier5_저빈도
4475,Denosumab Treatment,2,영문의학용어,19,Tier5_저빈도
4476,Therapy After Denosumab Discontinuation,2,영문의학용어,39,Tier5_저빈도
4477,Denosumab Therapy,2,영문의학용어,17,Tier5_저빈도
4478,Term Drug Therapy,2,영문의학용어,17,Tier5_저빈도
4479,비호르몬요법,2,수술및시술,6,Tier5_저빈도
4480,Directed Treatment,2,영문의학용어,18,Tier5_저빈도
4481,Zoledronic Acid Treatment,2,영문의학용어,25,Tier5_저빈도
4482,Women Discontinuing Denosumab Treatment,2,영문의학용어,39,Tier5_저빈도
4483,상기도검체,2,의료기기,5,Tier5_저빈도
4484,스트렌식주의,2,기타의료용어,6,Tier5_저빈도
4485,저인산효소,2,기타의료용어,5,Tier5_저빈도
4486,저인산효소증,2,기타의료용어,6,Tier5_저빈도
4487,간파열봉합술,2,수술및시술,6,Tier5_저빈도
4488,후두협착증,2,질병및증후군,5,Tier5_저빈도
4489,척추신경근절제술,2,수술및시술,8,Tier5_저빈도
4490,심혈관수술,2,수술및시술,5,Tier5_저빈도
4491,청신경종양적출술,2,수술및시술,8,Tier5_저빈도
4492,횡문근융해증,2,기타의료용어,6,Tier5_저빈도
4493,초고위험군,2,기타의료용어,5,Tier5_저빈도
4494,Atherosclerotic Cardiovascular Disease,2,영문의학용어,38,Tier5_저빈도
4495,Subgroup Analysis,2,영문의학용어,17,Tier5_저빈도
4496,Lipoprotein Disorders,2,영문의학용어,21,Tier5_저빈도
4497,Established Atherosclerotic Cardiovascular Disease,2,영문의학용어,50,Tier5_저빈도
4498,Acute Coronary Syndrome,2,영문의학용어,23,Tier5_저빈도
4499,혈관재생술,2,수술및시술,5,Tier5_저빈도
4500,Lipid Disorders,2,영문의학용어,15,Tier5_저빈도
4501,Risk Acute Coronary Syndrome,2,영문의학용어,28,Tier5_저빈도
4502,Triple Therapy,2,영문의학용어,14,Tier5_저빈도
4503,뇌엽절제술,2,수술및시술,5,Tier5_저빈도
4504,대장조영촬영,2,기타의료용어,6,Tier5_저빈도
4505,Arterial Extra Corporeal Membrane Oxygenation,2,영문의학용어,45,Tier5_저빈도
4506,ECMO 치료에도,2,기타의료용어,9,Tier5_저빈도
4507,신혈관근지방종,2,질병및증후군,7,Tier5_저빈도
4508,대퇴혈관,2,해부및생리,4,Tier5_저빈도
4509,염증반응증후군,2,질병및증후군,7,Tier5_저빈도
4510,염증반응증,2,기타의료용어,5,Tier5_저빈도
4511,위내풍선,2,해부및생리,4,Tier5_저빈도
4512,다초점망막기,2,해부및생리,6,Tier5_저빈도
4513,다초점망막기능지형도검사,2,해부및생리,12,Tier5_저빈도
4514,다초점망막,2,해부및생리,5,Tier5_저빈도
4515,한국유전자검사평가,2,기타의료용어,9,Tier5_저빈도
4516,세포유전검사,2,해부및생리,6,Tier5_저빈도
4517,행정규제기,2,의료기기,5,Tier5_저빈도
4518,세부운영절차,2,기타의료용어,6,Tier5_저빈도
4519,치료재료전문평가,2,기타의료용어,8,Tier5_저빈도
4520,경견완증후군,2,질병및증후군,6,Tier5_저빈도
4521,MRI 판독소견서,2,기타의료용어,9,Tier5_저빈도
4522,Skin Disease,2,영문의학용어,12,Tier5_저빈도
4523,풍선소장내시경,2,해부및생리,7,Tier5_저빈도
4524,심폐체외순환법마취,2,수술및시술,9,Tier5_저빈도
4525,장기이식수술마취,2,수술및시술,8,Tier5_저빈도
4526,심장수술마취,2,수술및시술,6,Tier5_저빈도
4527,동맥관개존증,2,해부및생리,6,Tier5_저빈도
4528,복잡심기,2,의료기기,4,Tier5_저빈도
4529,가중합병전자간증,2,기타의료용어,8,Tier5_저빈도
4530,신생아감염증,2,질병및증후군,6,Tier5_저빈도
4531,급성탈수증,2,기타의료용어,5,Tier5_저빈도
4532,급성대사장애,2,질병및증후군,6,Tier5_저빈도
4533,진정진료지침,2,기타의료용어,6,Tier5_저빈도
4534,남성유방암,2,질병및증후군,5,Tier5_저빈도
4535,동공크기,2,의료기기,4,Tier5_저빈도
4536,중증인지장애평가,2,기타의료용어,8,Tier5_저빈도
4537,중증인지장애,2,질병및증후군,6,Tier5_저빈도
4538,시설기준수면평가장치,2,의료기기,10,Tier5_저빈도
4539,인력기준보건,2,의료기기,6,Tier5_저빈도
4540,시설기준수면평가,2,의료기기,8,Tier5_저빈도
4541,인력기준보건복지부장관,2,의료기기,11,Tier5_저빈도
4542,삼차원심초음파,2,기타의료용어,7,Tier5_저빈도
4543,평가심실용적,2,측정값지표,6,Tier5_저빈도
4544,일반상기,2,의료기기,4,Tier5_저빈도
4545,스트레인심근,2,기타의료용어,6,Tier5_저빈도
4546,좌심실용적,2,측정값지표,5,Tier5_저빈도
4547,신체상태분류,2,기타의료용어,6,Tier5_저빈도
4548,우심실용적,2,측정값지표,5,Tier5_저빈도
4549,심초음파심장종,2,질병및증후군,7,Tier5_저빈도
4550,단순심초음파,2,기타의료용어,6,Tier5_저빈도
4551,평가삼차원심초음파,2,기타의료용어,9,Tier5_저빈도
4552,평가좌심실국소벽운동장애,2,질병및증후군,12,Tier5_저빈도
4553,초음파시술,2,수술및시술,5,Tier5_저빈도
4554,전문상기,2,의료기기,4,Tier5_저빈도
4555,삼첨판역류,2,기타의료용어,5,Tier5_저빈도
4556,스트레인심근기,2,의료기기,7,Tier5_저빈도
4557,심초음파전체,2,기타의료용어,6,Tier5_저빈도
4558,평가저용량,2,측정값지표,5,Tier5_저빈도
4559,양측대정맥,2,해부및생리,5,Tier5_저빈도
4560,판막협착판막,2,해부및생리,6,Tier5_저빈도
4561,MRI  촬영,2,기타의료용어,7,Tier5_저빈도
4562,척수내정맥염,2,해부및생리,6,Tier5_저빈도
4563,척수내정맥,2,해부및생리,5,Tier5_저빈도
4564,정상골밀도,2,기타의료용어,5,Tier5_저빈도
4565,연골무형성증,2,해부및생리,6,Tier5_저빈도
4566,시술하기,2,의료기기,4,Tier5_저빈도
4567,아급성기,2,의료기기,4,Tier5_저빈도
4568,체외순환막형산화기,2,해부및생리,9,Tier5_저빈도
4569,체외순환막형산화용기기,2,해부및생리,11,Tier5_저빈도
4570,심장수술용체,2,기타의료용어,6,Tier5_저빈도
4571,심장수술용체외순환기,2,의료기기,10,Tier5_저빈도
4572,심장수술용체외순환,2,기타의료용어,9,Tier5_저빈도
4573,심낭재수술,2,수술및시술,5,Tier5_저빈도
4574,뇌신경질환,2,질병및증후군,5,Tier5_저빈도
